Datetime,open,high,low,close,volume
2026-01-26 02:40:00+00:00,24505.0,24525.0,24455.0,24460.0,67863
2026-01-26 02:45:00+00:00,24470.0,24475.0,24430.0,24455.0,84025
2026-01-26 02:50:00+00:00,24465.0,24490.0,24425.0,24425.0,104005
2026-01-26 02:55:00+00:00,24435.0,24445.0,24420.0,24425.0,52399
2026-01-26 03:00:00+00:00,24425.0,24495.0,24405.0,24480.0,89355
2026-01-26 03:05:00+00:00,24495.0,24525.0,24475.0,24520.0,82876
2026-01-26 03:10:00+00:00,24525.0,24530.0,24500.0,24515.0,58551
2026-01-26 03:15:00+00:00,24515.0,24540.0,24505.0,24515.0,111956
2026-01-26 03:20:00+00:00,24515.0,24535.0,24485.0,24515.0,62493
2026-01-26 03:25:00+00:00,24525.0,24560.0,24500.0,24525.0,144915
2026-01-26 03:30:00+00:00,24535.0,24575.0,24520.0,24545.0,155639
2026-01-26 03:35:00+00:00,24545.0,24550.0,24515.0,24525.0,54252
2026-01-26 03:40:00+00:00,24530.0,24580.0,24520.0,24580.0,202860
2026-01-26 03:45:00+00:00,24580.0,24590.0,24565.0,24580.0,113254
2026-01-26 03:50:00+00:00,24575.0,24590.0,24535.0,24550.0,152383
2026-01-26 03:55:00+00:00,24550.0,24580.0,24510.0,24580.0,157571
2026-01-26 04:00:00+00:00,24580.0,24595.0,24565.0,24590.0,89182
2026-01-26 04:05:00+00:00,24590.0,24620.0,24575.0,24595.0,128255
2026-01-26 04:10:00+00:00,24600.0,24625.0,24595.0,24605.0,168201
